i,16,carrot,Q. What is orange and sounds like a parrot?    A. A carrot.
i,71,speech recognition,"At a recent Sacramento PC Users Group meeting‚ a company was demonstrating its latest speech- recognition software.   A representative from the company was just about ready to start the demonstration and asked everyone in the room to quiet down.  Just then someone in the back of the room yelled‚ ""Format C: Return.""  Someone else chimed in: ""Yes‚ Return""  Unfortunately‚ the software worked."
i,74,stalkers,Q: How many stalkers does it take to change a light bulb?  A: Two. One to replace the bulb‚ and the other to watch it day and night.
i,77,congress,If pro- is the opposite of con- then congress must be the opposite of progress.
i,78,mafia,Q: What's the difference between the government  and  the Mafia?  A: One of them is organized.
i,79,irs,Q: Ever wonder why the IRS calls it Form 1040?  A: Because for every $50 that you earn‚ you get 10 and they get 40.
i,82,shampoo,"Q: How do you keep a computer programmer in the  shower all day long?  A: Give them a shampoo with a label that says ""rinse‚ lather‚ repeat""."
i,84,engineer difference,Q: What is the difference between Mechanical Engineers and Civil  Engineers?   A: Mechanical Engineers build weapons‚ Civil Engineers build targets.
i,86,neutron bar,"A neutron walks into a bar and orders a drink. ""How much do I owe you?"" the neutron asks.  The bartender replies‚ ""for you‚ no charge."""
i,87,good news,"A man‚ recently completing a routine physical examination receives a phone call from his doctor.  The doctor says‚ ""I have some good news and some bad news.""  The man says‚ ""OK‚ give me the good news first.""  The doctor says‚ ""The good news is‚ you have 24 hours to live.""  The man replies‚ ""Shit!  That's the good news?  Then what's the bad news?""  The doctor says‚ ""The bad news is‚ I forgot to call you yesterday."""
i,89,lighthouse,A radio conversation of a US naval  ship with Canadian authorities ...   Americans: Please divert your course 15 degrees to the North to avoid a collision.  Canadians: Recommend you divert YOUR course 15 degrees to the South to  avoid a collision.  Americans: This is the Captain of a US Navy ship.  I say again‚ divert  YOUR course.  Canadians: No.  I say again‚ you divert YOUR course.  Americans: This is the aircraft carrier USS LINCOLN‚ the second largest ship in the United States' Atlantic Fleet. We are accompanied by three destroyers‚ three cruisers and numerous support vessels. I demand that you change your course 15 degrees north‚ that's ONE FIVE DEGREES NORTH‚ or counter-measures will be undertaken to ensure the safety of this ship.  Canadians: This is a lighthouse.  Your call.
i,90,programmer,Q: How many programmers does it take to change a lightbulb?  A: NONE!   That's a hardware problem....
i,91,panda,"A Panda bear walks into a bar.  Sits down at a table and orders a beer  and a double cheeseburger.  After he is finished eating‚ he pulls out a gun and rips the place with gunfire.  Patrons scatter and dive under chairs and tables as the bear runs out the door.  After ensuring that no one is hurt‚  the bartender races out the door‚ and calls after the bear ""What the hell did you do that for?""  The bear calls back‚ ""I'm a Panda bear.  Look it up in the dictionary.""    The bartender returns‚ pulls out his dictionary.  panda : \Pan""da\‚ n. (Zo[""o]l.) A small Asiatic mammal (Ailurus fulgens) having fine soft fur. It is related to the bears‚ and inhabits the mountains of Northern India. Eats shoots and leaves."
i,92,principal,"Early one morning a mother went to her sleeping son and woke him up.  ""Wake up‚ son.  It's time to go to school.""  ""But why‚ Mama?  I don't want to go to school.""  ""Give me two reasons why you don't want to go to school.""  ""One‚ all the children hate me. Two‚ all the teachers hate me‚""  ""Oh! that's no reason. Come on‚ you have to go to school‚""   ""Give me two good reasons WHY I should go to school?""    ""One‚ you are fifty-two years old. Two‚ you are the principal of the  school."""
i,93,benefits,"Reaching the end of a job interview‚ the human resources person asked a young engineer fresh out of Stanford‚  ""And what starting salary were you looking for?""  The engineer said‚ ""In the neighborhood of $125‚000 a year‚ depending on the benefits package.""  The interviewer said‚ ""Well‚ what would you say to a package of 5-weeks  vacation‚ 14 paid holidays‚ full medical and dental‚ company matching  retirement fund to 50% of salary‚ and a company car leased every 2 years -  say‚ a red Corvette?""  The Engineer sat up straight and said‚ ""Wow! Are you kidding?""  And the interviewer replied‚ ""Yeah‚ but you started it."""
i,94,atoms,"Two atoms are walking down the street when one  atom says to the other  ""Oh‚ my! I've lost an electron!""  The second atom says""Are you sure""  The first replies ""I'm positive!"""
i,95,walk a mile,Just a thought ..  Before criticizing someone‚ walk a mile in their shoes.    Then when you do criticize them‚  you will be a mile away and have their shoes !
i,96,sandwiches,"Two attorneys went into a diner and ordered two drinks.  Then they produced  sandwiches from their briefcases and started to eat.  The owner became quite concerned and marched over and told them‚ ""You can't eat your own sandwiches in here!""  The attorneys looked at each other‚ shrugged their shoulders and then exchanged sandwiches."
i,97,yeah right,"A teacher is explaining to her class how different languages use  negatives differently.  She says‚ ""In all languages‚ a positive followed by a negative or a negative followed by a positive makes a negative.  In some languages‚ two negatives together make a positive‚ while in others they make a negative.  But in no language do two positives make a negative.""    One of the students puts up his hand and says‚ ""Yeah‚ right."""
i,99,work station,A bus station is where a bus stops. A train station is where a train stops.  On my desk I have a work station...
i,101,buddhist dental,Did you hear about the Buddhist who refused Novocaine during a root canal? He wanted to transcend dental medication.
i,102,free,"A man escaped jail by digging a hole from his jail cell to the outside world. When finally his work was done‚ he emerged in the middle of a preschool playground. ""I'm free‚ I'm free!"" he shouted. ""So what?"" said a little girl.""I'm four."""
i,103,invisible patient,Nurse: Doctor‚ Doctor‚ there's an invisible man in the waiting room! Doctor: Well‚ go in there and tell him that I can't see him!
i,105,hunter 911,"A couple of hunters are out in the woods in when one of them falls to the ground. He doesn't seem to be breathing‚ and his eyes are rolled back in his head.The other guy whips out his cell phone and calls 911. He gasps to the operator‚ ""My friend is dead! What can I do?"" The operator‚ in a calm and soothing voice‚ says‚ ""Alright‚ take it easy. I can help. First‚ let's make sure he's dead."" There is silence‚ and then a gun shot is heard.The hunter comes back on the line. ""Okay. Now what??"""
i,109,grandma,"""Do you believe in life after death?"" the boss asked one of his employees.""Yes‚ sir‚"" the new recruit replied. ""Well‚ then‚ that makes everything just fine..."" the boss went on. ""After you left early yesterday to go to your grandmother's funeral‚ she stopped in to see you."""
i,110,,"One day‚ a professor was giving a big test to his students. He handed out the tests and went back to his desk to wait. Once the test was over‚ the students all handed the tests back in.The professor noticed that one of the students had attached a $100 bill to his test with a note saying: ""A dollar per point."" The next class the professor handed the tests back out. This student got back his test...and $64 change!"
i,111,florist,"A new business was opening and one of the owner's friends wanted to send him flowers for the occasion. They arrived at the new business site and the owner read the card‚ ""Rest in Peace."" The owner was angry and called the florist to complain. After he had told the florist of the obvious mistake and how angry he was‚ the florist replied‚ ""Sir‚ I'm really sorry for the mistake‚ but rather than getting angry‚ you should imagine this: somewhere there is a funeral taking place today‚ and they have flowers with a note saying‚ 'Congratulations on your new location!'"""
i,112,water pistol,"When my three-year-old son opened the birthday gift from his grandmother‚ he discovered a water pistol. He squealed with delight and headed for the nearest sink. I was not so pleased. I turned to Mom and said‚ ""I'm surprised at you. Don't you remember how we used to drive you crazy with water guns?"" Mom smiled and then replied...""I remember."""
i,113,shredder,"The new employee stood before the paper shredder looking confused.""Need some help?"" a secretary asked. ""Yes‚"" he replied. ""How does this thing work?"" ""Simple‚"" they said‚ taking the fat report from his hand and feeding it into the shredder.""Thanks‚ but where do the copies come out?"""
i,114,holmes tent,"Sherlock Holmes and Dr. Watson go on a camping trip‚ set up their tent‚ and fall asleep. Some hours later‚ Holmes wakes his faithful friend. ""Watson‚ look up at the sky and tell me what you see."" Watson replies‚ ""I see millions of stars."" ""What does that tell you?"" Watson ponders for a minute. ""Astronomically speaking‚ it tells me that there are millions of galaxies and potentially billions of planets. Astrologically‚ it tells me that Saturn is in Leo. Timewise‚ it appears to be approximately a quarter past three. Theologically‚ it's evident the Lord is all-powerful and we are small and insignificant. Meteorologically‚ it seems we will have a beautiful day tomorrow. What does it tell you?"" Holmes is silent for a moment‚ then speaks. ""Watson‚ you idiot‚ someone has stolen our tent."""
i,117,ceo call,"A man joins a big corporate empire as a trainee. On his very first day of work‚ he dials the pantry and shouts into the phone: ""Get me a coffee‚ quickly!"" The voice from the other side responds‚ ""You fool‚ you've dialed the wrong extension! Do you know who you're talking to‚ dumbo?"" ""No‚"" replied the trainee.""It's the CEO of the company‚ you fool!"" The trainee shouts back‚ ""And do YOU know who YOU are talking to‚ you fool?!"" ""No."" replied the CEO indignantly. ""Good!"" replied the trainee‚ and puts down the phone."
i,118,hiccups,"A man goes into a drug store and asks the pharmacist if he can give him something for the hiccups. The pharmacist promptly reaches out and slaps the man's face. ""What the heck did you do that for?!"" the man screams. ""Well‚ you don't have the hiccups anymore‚ do you?"" The man says‚ ""No I don't‚ you IDIOT...but my wife out in the car still does!"""
i,119,three pigs,"One day the first grade teacher was reading the story of the Three Little Pigs to her class. She came to the part of the story where the first pig was trying to accumulate the building materials for his home. She read‚ ""...and so the pig went up to the man with the wheelbarrow full of straw and said‚ 'Pardon me sir‚ but may I have some of that straw to build my house?'"" The teacher paused then asked the class‚ ""And what do you think that man said?"" One little boy raised his hand and said‚ ""I know...he said‚ 'Holy Shit! A talking pig!'"""
i,122,black sheep,"An astronomer‚ a physicist and a mathematician (it is said) were holidaying in Scotland. Glancing from a train window‚ they observed a black sheep in the middle of a field.""How interesting‚"" observed the astronomer‚ ""All Scottish sheep are black!"" To which the physicist responded‚ ""No‚ no! Some Scottish sheep are black!"" The mathematician gazed heavenward in supplication‚ and then intoned‚ ""In Scotland there exists at least one field‚ containing at least one sheep‚ at least one side of which is black."""
i,123,chuck norris killing time,"When most people claim to be ""killing time""‚ it's only an expression. When Chuck Norris kills time‚ the minutes actually cease to exist."
i,124,knock knock,Person 1: Hey‚ wanna hear a great knock-knock joke? Person 2: Sure‚ What is it? Person 1: Okay‚ you start. Person 2: Knock-knock. Person 1: Who's there? Person 2: … Person 1: Hah!
i,131,psychiatrist,"A guy had been feeling down for so long that he finally decided to seek the aid of a psychiatrist. He went there‚ lay on the couch‚ spilled his guts then waited for the profound wisdom of the psychiatrist to make him feel better.The psychiatrist asked me a few questions‚ took some notes then sat thinking in silence for a few minutes with a puzzled look on his face. He looked up with an expression of delight and said‚ ""I think your problem is low self-esteem. It is very common among losers."""
i,134,artist,"An artist asked the gallery owner if there had been any interest in his paintings currently on display. ""I've got good news and bad news‚"" the owner replied. ""The good news is that a gentleman inquired about your work and wondered if it would appreciate in value after your death. When I told him it would‚ he bought all fifteen of your paintings."" ""That's wonderful!"" the artist exclaimed. ""What's the bad news?"" With concern‚ the gallery owner replied: ""The guy was your doctor."""
i,136,opening for you,"A man went to apply for a job. After filling out all of his applications‚ he waited anxiously for the outcome.The employer read all his applications and said‚ ""We have an opening for people like you."" ""Oh‚ great‚"" he said. ""What is it?"" ""It's called the door!"""
i,137,turtle,"Deep within a forest‚ a little turtle began to climb a tree. After hours of effort‚ he reached the top‚ jumped into the air waving his front legs and crashed to the ground. After recovering‚ he slowly climbed the tree again‚ jumped‚ and fell to the ground. The turtle tried again and again‚ while a couple of birds sitting on a branch watched his sad efforts. Finally‚ the female bird turned to her mate. ""Dear‚"" she chirped‚ ""I think it's time to tell him he's adopted."""
i,140,chuck norris april fool,Chuck Norris' calendar goes straight from March 31st to April 2nd; no one fools Chuck Norris.
i,143,smartest guy,"A preist‚ a 12-year-old kid‚ and the smartest guy in the world are on a plane. The pilot screams‚ ""The plane is going down! You have to jump!"" He then grabs a parachute and jumps off‚ leaving only two more parachutes on the plane. The smartest guy in the world says‚ ""I have to go. I mean‚ I'm the smartest guy in the world!"" He grabs a parachute‚ and jumps. The priest then looks at the 12-year-old kid‚ and says‚ ""Go‚ my son. You have a long life to live."" The kid calmly responds: ""Dude‚ chill. We'll be fine. The 'smartest guy in the world' took my backpack."""
i,147,big sale,"It was the day of the big sale. Rumors of the sale (and some advertising in the local paper) were the main reason for the long line that formed by 8:30‚ the store's opening time‚ in front of the store. A small man pushed his way to the front of the line‚ only to be pushed back‚ amid loud and colorful curses. On the man's second attempt‚ he was punched square in the jaw‚ and knocked around a bit‚ and then thrown to the end of the line again. As he got up the second time‚ he said to the person at the end of the line... ""That does it! If they hit me one more time‚ I won't open the store!"""
i,149,fairy tales,"A little girl asked her father‚ ""Daddy? Do all fairy tales begin with 'Once Upon a Time'"" He replied‚ ""No‚ there is a whole series of fairy tales that begin with 'If elected I promise'"""
i,150,carter joke,"In an interview with David Letterman‚ Carter passed along an anecdote of a translation problem in Japan. Carter was speaking at a business lunch in Tokyo‚ where he decided to open his speech with a brief joke. He told the joke‚ then waited for the translator to announce the Japanese version. Even though the story was quite short‚ Carter was surprised by how quickly the interpreter was able to re-tell it. Even more impressive was the reaction from the crowd. Carter thought the story was cute‚ but not outright hilarious‚ yet the crowd broke right up. Carter was very flattered. After the speech‚ Carter wanted to meet the translator to ask him how he told the joke. Perhaps there is better way to tell the joke? When Carter asked how the joke had been told in Japanese‚ the translator responded‚ ""I told them‚ 'President Carter has told a very funny joke. Please laugh now.'"""
i,151,vampire bar,"Three vampires walk into a bar. ""What can I get ya?"" asks the bartender. ""Blood‚"" orders the first vampire. ""Make it two‚"" says the second. The bartender looks at the third. ""What about you‚ buddy?"" ""Plasma‚"" says the vampire. ""Okay‚"" replies the barman. ""Let me make sure I've got this straight. Two bloods and a blood light."""
i,153,chicken mobius strip,Q: Why did the chicken cross the Mobius Strip?  A: To get to the same side.
i,154,poodle on the couch,"Poodle: ""My life is a mess. My owner is mean‚ my girlfriend is leaving me for a German shepherd‚ and I'm nervous as a cat."" Collie: ""Why don't you go see a psychiatrist?"" Poodle: ""I can't. I'm not allowed on the couch."""
i,155,cows in orbit,Did you hear that NASA has launched several cows into orbit? It was the herd shot around the world.
i,156,bear in a bar,"A bear walks into a bar and says‚""I'd like a beer ……………. and some of those peanuts."" The bartender says‚ ""Sure‚ but why the big paws?"""
i,157,dog in a bar,"A dog goes into a bar and orders a martini. The bartender says‚ ""You don't see a dog in here drinking a martini very often."" The dog says‚ ""At these prices‚ I'm not surprised."""
i,158,antigravity,I'm reading a great book about antigravity -- I just can't put it down.
r,2,19,-1
r,2,105,1
r,3,19,-1
r,3,53,1
r,3,62,1
r,3,68,1
r,3,89,-1
r,3,91,1
r,3,97,1
r,3,105,-1
r,3,151,1
r,3,157,1
r,3,158,1
r,4,19,-1
r,5,19,1
r,5,23,1
r,5,36,1
r,5,53,1
r,5,58,-1
r,5,62,1
r,5,63,1
r,5,68,1
r,5,70,1
r,5,89,1
r,5,105,-1
r,5,114,1
r,5,131,-1
r,5,150,1
r,5,153,1
r,5,155,-1
r,5,158,1
r,6,16,1
r,6,23,1
r,6,28,-1
r,6,30,1
r,6,33,-1
r,6,36,-1
r,6,44,-1
r,6,47,1
r,6,53,-1
r,6,58,-1
r,6,60,1
r,6,62,1
r,6,63,1
r,6,68,-1
r,6,71,1
r,6,77,-1
r,6,78,-1
r,6,79,-1
r,6,82,-1
r,6,86,-1
r,6,87,-1
r,6,93,-1
r,6,97,1
r,6,101,-1
r,6,103,-1
r,6,105,-1
r,6,109,1
r,6,112,1
r,6,113,-1
r,6,114,-1
r,6,117,1
r,6,118,-1
r,6,119,-1
r,6,123,1
r,6,131,1
r,6,134,1
r,6,136,1
r,6,143,1
r,6,149,-1
r,6,150,1
r,6,153,1
r,6,154,1
r,6,155,-1
r,6,156,-1
r,6,157,-1
r,6,158,-1
r,7,19,1
r,7,53,1
r,7,62,1
r,7,68,1
r,7,78,1
r,7,87,1
r,7,97,1
r,7,105,1
r,7,114,1
r,7,149,1
r,7,151,1
r,7,153,1
r,7,156,1
r,7,157,1
r,7,158,1
r,8,19,1
r,8,105,1
r,9,19,-1
r,9,53,-1
r,9,94,-1
r,9,105,1
r,9,117,1
r,9,158,-1
r,10,19,-1
r,10,105,-1
r,10,154,1
r,10,158,-1
r,11,19,1
r,11,53,-1
r,12,19,-1
r,12,105,-1
r,13,19,1
r,13,89,1
r,14,19,-1
r,15,19,1
r,15,53,1
r,15,62,1
r,15,68,1
r,15,89,1
r,16,19,1
r,16,89,1
r,17,19,1
r,18,19,-1
r,18,62,-1
r,18,68,1
r,18,89,1
r,18,105,1
r,20,19,1
r,21,19,-1
r,22,19,1
r,22,105,1
r,23,18,1
r,23,19,1
r,23,36,1
r,23,66,1
r,23,105,1
r,23,112,1
r,23,155,1
r,23,156,-1
r,23,158,-1
r,24,19,1
r,24,68,1
r,24,114,1
r,25,19,-1
r,26,19,-1
r,26,89,1
r,27,66,1
r,29,105,-1
r,30,19,-1
r,30,53,1
r,30,117,1
r,31,19,-1
r,31,36,-1
r,31,105,1
r,31,119,-1
r,32,19,1
r,32,105,-1
r,33,112,1
r,35,19,-1
r,35,36,1
r,35,53,1
r,35,63,1
r,35,68,1
r,35,89,1
r,35,105,1
r,35,114,-1
r,35,119,-1
r,35,158,-1
r,36,19,-1
r,36,62,1
r,36,68,1
r,37,19,-1
r,37,105,1
r,38,19,1
r,39,18,-1
r,39,19,1
r,39,23,-1
r,39,28,1
r,39,38,1
r,39,47,1
r,39,53,1
r,39,62,1
r,39,63,1
r,39,66,1
r,39,67,1
r,39,68,1
r,39,70,-1
r,39,74,-1
r,39,78,1
r,39,84,1
r,39,89,1
r,39,91,-1
r,39,92,-1
r,39,93,-1
r,39,96,1
r,39,97,1
r,39,103,-1
r,39,105,-1
r,39,109,1
r,39,112,1
r,39,114,1
r,39,117,1
r,39,119,-1
r,39,123,1
r,39,124,-1
r,39,134,1
r,39,149,1
r,39,150,1
r,39,151,1
r,39,153,1
r,39,154,-1
r,39,155,1
r,39,156,1
r,39,157,1
r,39,158,1
r,40,19,1
r,40,62,1
r,40,89,1
r,40,105,1
r,41,19,1
r,42,19,-1
r,43,89,-1
r,44,19,1
r,44,28,1
r,44,36,-1
r,44,53,-1
r,44,78,1
r,44,84,1
r,44,91,1
r,44,94,1
r,44,96,1
r,44,99,1
r,44,105,1
r,44,149,1
r,44,151,-1
r,44,153,1
r,44,154,1
r,44,155,1
r,44,156,-1
r,44,157,1
r,44,158,1
r,46,18,1
r,46,19,1
r,46,28,1
r,46,30,1
r,46,36,1
r,46,53,-1
r,46,62,1
r,46,66,1
r,46,70,1
r,46,71,1
r,46,74,1
r,46,77,1
r,46,78,-1
r,46,84,1
r,46,86,-1
r,46,87,1
r,46,89,1
r,46,90,1
r,46,95,1
r,46,96,1
r,46,99,1
r,46,102,1
r,46,105,1
r,46,109,1
r,46,110,-1
r,46,112,1
r,46,113,1
r,46,114,1
r,46,118,1
r,46,122,1
r,46,137,1
r,46,147,1
r,46,149,1
r,46,153,1
r,46,154,1
r,46,155,1
r,46,157,1
r,46,158,1
r,47,19,1
r,47,28,1
r,47,47,1
r,47,53,1
r,47,62,1
r,47,68,1
r,47,78,1
r,47,91,1
r,47,93,1
r,47,96,1
r,47,97,1
r,47,99,1
r,47,105,1
r,47,111,1
r,47,114,1
r,47,117,1
r,47,118,1
r,47,134,1
r,47,149,1
r,47,150,1
r,47,151,-1
r,47,158,-1
r,49,19,1
r,50,19,1
r,50,105,1
r,51,19,1
r,52,19,-1
r,53,19,-1
r,53,36,-1
r,53,38,-1
r,53,53,-1
r,53,60,-1
r,53,105,-1
r,53,155,-1
r,54,89,1
r,55,19,1
r,55,105,1
r,55,154,1
r,56,19,-1
r,56,66,1
r,56,89,-1
r,56,93,1
r,56,105,-1
r,56,119,1
r,57,19,1
r,57,105,1
r,58,19,-1
r,58,89,-1
r,58,105,1
r,59,19,-1
r,59,119,1
r,60,19,-1
r,60,53,1
r,61,19,-1
r,63,19,-1
r,63,36,-1
r,63,105,-1
r,64,18,-1
r,64,19,1
r,64,28,-1
r,64,36,1
r,64,62,-1
r,64,66,1
r,64,84,-1
r,64,89,-1
r,64,95,-1
r,64,105,1
r,64,112,1
r,64,119,1
r,64,151,-1
r,64,153,-1
r,64,154,-1
r,64,155,-1
r,64,156,-1
r,64,157,1
r,64,158,-1
r,65,19,1
r,65,28,1
r,65,36,1
r,65,53,-1
r,65,66,1
r,65,68,1
r,65,71,-1
r,65,78,1
r,65,84,1
r,65,87,-1
r,65,89,1
r,65,91,1
r,65,92,1
r,65,96,1
r,65,105,1
r,65,109,1
r,65,119,1
r,65,149,1
r,65,151,1
r,65,153,1
r,65,154,-1
r,65,155,1
r,65,156,1
r,65,157,-1
r,65,158,1
r,66,19,1
r,66,36,1
r,66,53,1
r,66,66,1
r,66,68,1
r,66,94,1
r,66,105,1
r,66,112,1
r,66,114,1
r,66,119,1
r,66,153,1
r,66,157,1
r,67,19,1
r,67,62,1
r,67,89,1
r,68,16,1
r,68,18,-1
r,68,19,1
r,68,36,-1
r,68,60,-1
r,68,66,-1
r,68,78,1
r,68,105,1
r,68,149,-1
r,68,151,1
r,68,153,-1
r,68,154,-1
r,68,155,-1
r,68,156,-1
r,68,158,-1
r,70,19,-1
r,70,36,-1
r,70,38,-1
r,70,105,-1
r,70,118,1
r,70,119,1
r,70,149,1
r,70,151,1
r,70,153,-1
r,71,19,1
r,72,19,1
r,73,19,1
r,73,53,1
r,73,62,1
r,73,68,-1
r,73,105,1
r,73,119,-1
r,74,19,-1
r,75,18,-1
r,75,19,-1
r,75,105,-1
r,76,19,-1
r,77,19,1
r,77,36,1
r,77,53,1
r,77,66,1
r,77,68,1
r,77,87,1
r,77,89,1
r,77,96,-1
r,77,105,1
r,77,119,1
r,77,149,-1
r,77,151,-1
r,77,153,1
r,77,155,-1
r,77,157,-1
r,78,19,-1
r,78,53,1
r,78,62,1
r,78,105,-1
r,79,19,1
r,79,68,1
r,79,114,1
r,80,19,-1
r,80,53,1
r,80,63,1
r,80,68,1
r,80,89,1
r,80,105,1
r,80,114,1
r,80,154,1
r,82,18,-1
r,82,19,1
r,82,105,1
r,83,19,-1
